web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212587-180","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","CONGELATEUR ASTECH 195L A+
Neuf
Ouakam,
Dakar

Hier, 13:15

Vendeur vérifié

119 900 F Cfa

139 999 F Cfa

Économisez 14.4%

770521414

709557473","https://www.expat-dakar.com/annonce/congelateur-astech-195l-a-5805930","CONGELATEUR ASTECH 195L A+","Neuf","Ouakam

Dakar","139 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/35330f87258c181d8afa5b0824688819/-/horizon-files-prod/ed/picture/q8vzwm8j/b164e2645b5dfe40aaf6991f0bcd4951f62c4a8b.jpg"
"1717212591-181","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","Réfrigérateur 3T
Neuf
Plateau,
Dakar

Hier, 13:19

230 000 F Cfa

772655737

770591408

783991936","https://www.expat-dakar.com/annonce/refrigerateur-3t-6010673","Réfrigérateur 3T","Neuf","Plateau

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c765e1aeff5859339a31fa05841ec324/-/horizon-files-prod/ed/picture/qq47xgr6/1f0ae7a1854797e22a4e8b40e99c34d0961c8972.jpg"
"1717212598-182","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur vitrine 400 litre
Neuf
Colobane,
Dakar

Hier, 13:46

265 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/congelateur-vitrine-400-litre-6072421","Congélateur vitrine 400 litre","Neuf","Colobane

Dakar","265 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a434534ef9800656c1904425a853905/-/horizon-files-prod/ed/picture/qzvd7zrd/33ddde64d903922181ae67e10b5c8d2fe0b277a9.jpg"
"1717212602-183","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur 540 L
Neuf
Liberte 4,
Dakar

Hier, 16:12

260 000 F Cfa

275 000 F Cfa

Économisez 5.5%

776314111

338222296","https://www.expat-dakar.com/annonce/congelateur-540-l-6082959","Congélateur 540 L","Neuf","Liberte 4

Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/64bbd567ff9104912f7ea0b8f88c2707/-/horizon-files-prod/ed/picture/qj4rvpjr/1f35d2d7bec20e09d98b11f4858a05c5fbadffc3.jpg"
"1717212604-184","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Réfrigérateur 8 T
Neuf
Liberte 4,
Dakar

Hier, 16:18

250 000 F Cfa

260 000 F Cfa

Économisez 3.8%

776314111

338222296","https://www.expat-dakar.com/annonce/refrigerateur-8-t-6082971","Réfrigérateur 8 T","Neuf","Liberte 4

Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/87c8d37686c44520faea08ab22dbb273/-/horizon-files-prod/ed/picture/qngxr7dv/a8f3adf80deaa5a4020768cb6fd319fdfdfc320b.jpg"
"1717212608-185","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","congélateur astech horizontal
Réconditionné
Mbour,
Thiès

Hier, 16:27

Vendeur vérifié

785835353

770128551","https://www.expat-dakar.com/annonce/congelateur-astech-horizontal-6082973","congélateur astech horizontal","Réconditionné","Mbour

Thiès","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c21f6c499beefe53b5e3393509040106/-/horizon-files-prod/ed/picture/qq47p9de/e15112a8438b83901c20d1f98b44d43ff716cb51.jpg"
"1717212611-186","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur Astech 195L
Neuf
Point-e,
Dakar

Hier, 16:49

Vendeur vérifié

775339898","https://www.expat-dakar.com/annonce/congelateur-astech-195l-6080118","Congélateur Astech 195L","Neuf","Point-e

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8e5244db084ae69a9b7002a2e37375f/-/horizon-files-prod/ed/picture/qdekxr9r/990db30cd814052c761adeb1d2236f95f9523e6b.jpg"
"1717212614-187","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur Astech 160L
Neuf
Point-e,
Dakar

Hier, 16:50

Vendeur vérifié

92 497 F Cfa

115 000 F Cfa

Économisez 19.6%

775339898","https://www.expat-dakar.com/annonce/congelateur-astech-160l-6080111","Congélateur Astech 160L","Neuf","Point-e

Dakar","115 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/910e77bff53c5d9f070f2a3a5ee8cc2c/-/horizon-files-prod/ed/picture/qxj24dpm/894786ec19e98578c0adc9fb07750a6150804135.jpg"
"1717212618-188","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur Astech 300L
Neuf
Point-e,
Dakar

Hier, 16:50

Vendeur vérifié

175 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/congelateur-astech-300l-6080122","Congélateur Astech 300L","Neuf","Point-e

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a285f313adb71cd9f7be6d9886becd52/-/horizon-files-prod/ed/picture/q6xk07qd/139185fac1d43e120ae4c8fa12771be637ef27c3.jpg"
"1717212621-189","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Congélateur Astech 400L
Neuf
Point-e,
Dakar

Hier, 16:52

Vendeur vérifié

220 000 F Cfa

775339898","https://www.expat-dakar.com/annonce/congelateur-astech-400l-6080127","Congélateur Astech 400L","Neuf","Point-e

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfb40e8597dda24d1eefb8a49612c1e1/-/horizon-files-prod/ed/picture/qngxr59w/b5fd20596a8e5801920548fd4fec4942ecea2a91.jpg"
"1717212624-190","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","Réfrigérateur 2 porte 3 tiroirs
Venant
Colobane,
Dakar

Hier, 16:55

144 900 F Cfa

763762042","https://www.expat-dakar.com/annonce/refrigerateur-2-porte-3-tiroirs-6082999","Réfrigérateur 2 porte 3 tiroirs","Venant","Colobane

Dakar","144 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/62190477b61bcbbbc571652e62f04425/-/horizon-files-prod/ed/picture/qxj24g24/caacb486868001cfecf3b3807a2d1b6ecd8038b9.jpg"
"1717212627-191","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=2","FRIGO COMBINÉ SHARP SJ DC 320S 4 TIROIRS
Neuf
Plateau,
Dakar

Hier, 21:59

275 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/frigo-combine-sharp-sj-dc-320s-4-tiroirs-4720643","FRIGO COMBINÉ SHARP SJ DC 320S 4 TIROIRS","Neuf","Plateau

Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3be1c7c7aa10ba23568522d089d4e752/-/horizon-files-prod/ed/picture/qz7drjk/40979464a164cfebb02dc425b3045c89319258f8.jpg"
"1717212632-192","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","Congélateur Astech 300L
Neuf
Plateau,
Dakar

Hier, 22:31

165 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/congelateur-astech-300l-5958289","Congélateur Astech 300L","Neuf","Plateau

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f817050f97aa6ba4ff4efb0cd45e5505/-/horizon-files-prod/ed/picture/q785grmx/db1d8b26d3d70a4973170106698e8d1c40f07693.jpg"
"1717212635-193","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO RÉFRIGÉRATEUR 601LITRES ASTECH SIDE BY SIDE 4PORTES
Neuf
Plateau,
Dakar

Hier, 23:17

569 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-601litres-astech-side-by-side-4portes-6083147","PROMO RÉFRIGÉRATEUR 601LITRES ASTECH SIDE BY SIDE 4PORTES","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/135e6a0e285a2602f1b78aaa4a5eeaa2/-/horizon-files-prod/ed/picture/q0gwmn56/92d234b27e1c6978e9360e02a049997a7a6a738a.jpg"
"1717212637-194","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO RÉFRIGÉRATEUR 622LITRES ASTECH SIDE BY SIDE 2PIRTES
Neuf
Plateau,
Dakar

Hier, 23:38

498 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-622litres-astech-side-by-side-2pirtes-6083151","PROMO RÉFRIGÉRATEUR 622LITRES ASTECH SIDE BY SIDE 2PIRTES","Neuf","Plateau

Dakar","498 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b27eb9a718cc48ad787e7be12a240877/-/horizon-files-prod/ed/picture/qq47p9gj/53165a2bc2e1fc422d809a8f460787c897a7c7c6.jpg"
"1717212640-195","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO RÉFRIGÉRATEUR 600LITRES ASTECH VITRINE 2PORTES
Neuf
Plateau,
Dakar

Aujourd'hui, 00:00

549 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/promo-refrigerateur-600litres-astech-vitrine-2portes-6083159","PROMO RÉFRIGÉRATEUR 600LITRES ASTECH VITRINE 2PORTES","Neuf","Plateau

Dakar","549 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8abab28659a2e37d74b4d1cb121c292c/-/horizon-files-prod/ed/picture/qj4rvpw6/a54dd10fc6f48106c553cb785ebf528a41041346.jpg"
"1717212642-196","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO CONGÉLATEUR 230LITRES ASTECH VERTICAL 6TIROIRS
Neuf
Plateau,
Dakar

Aujourd'hui, 00:11

219 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-230litres-astech-vertical-6tiroirs-6083161","PROMO CONGÉLATEUR 230LITRES ASTECH VERTICAL 6TIROIRS","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b40cb9a852bf991c2b6b75d7883fbf6c/-/horizon-files-prod/ed/picture/q2jqp7d8/7293982550b6c6b276c324230ccf09c824f267e2.jpg"
"1717212645-197","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO RÉFRIGÉRATEUR 356LITRES ASTECH COMBINÉ 4TIROIRS
Neuf
Plateau,
Dakar

Aujourd'hui, 00:29

329 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-refrigerateur-356litres-astech-combine-4tiroirs-6083166","PROMO RÉFRIGÉRATEUR 356LITRES ASTECH COMBINÉ 4TIROIRS","Neuf","Plateau

Dakar","329 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/945576f0273befe75787bf746e8554c6/-/horizon-files-prod/ed/picture/q6xk0nm4/74cfd83a8edf291e18b35eb26dc0e5c0ff9d9d82.jpg"
"1717212647-198","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO RÉFRIGÉRATEUR 226LITRES ASTECH COMBINÉ 4TIROIRS
Neuf
Plateau,
Dakar

Aujourd'hui, 00:36

239 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-refrigerateur-226litres-astech-combine-4tiroirs-6083168","PROMO RÉFRIGÉRATEUR 226LITRES ASTECH COMBINÉ 4TIROIRS","Neuf","Plateau

Dakar","239 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/79e8e0465b7644c672b51fd77ef15ab4/-/horizon-files-prod/ed/picture/qv4engqv/62f63e99945cf83f085636da98e71f68c3d1c093.jpg"
"1717212650-199","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO CONGÉLATEUR 800LITRES ASTECH HORIZONTAL
Neuf
Plateau,
Dakar

Aujourd'hui, 00:51

419 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-congelateur-800litres-astech-horizontal-6083173","PROMO CONGÉLATEUR 800LITRES ASTECH HORIZONTAL","Neuf","Plateau

Dakar","419 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6926e9505f176b341d36a19bbe4ea250/-/horizon-files-prod/ed/picture/qq47p9vj/26b8071ffaeda4b5863e60f1ba23aa24386b5b54.jpg"
"1717212653-200","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO CONGÉLATEUR 300LITRES ASTECH HORIZONTAL
Neuf
Plateau,
Dakar

Aujourd'hui, 00:57

179 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-congelateur-300litres-astech-horizontal-6083176","PROMO CONGÉLATEUR 300LITRES ASTECH HORIZONTAL","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf031860617ecc7dc5687b83e77c41a7/-/horizon-files-prod/ed/picture/qrzvdn42/8721ddf3d29086979eb0392f404c55dda9b73fd8.jpg"
"1717212655-201","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=1","PROMO CONGÉLATEUR 160LITRES ASTECH HORIZONTAL SILVER
Neuf
Plateau,
Dakar

Aujourd'hui, 01:03

98 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-congelateur-160litres-astech-horizontal-silver-6083178","PROMO CONGÉLATEUR 160LITRES ASTECH HORIZONTAL SILVER","Neuf","Plateau

Dakar","98 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/67a24b59f24465c71ce08228d5f333f4/-/horizon-files-prod/ed/picture/qm5p869r/b2b59cf6670c0566539b9a941756933a82604566.jpg"
